cpu_usage,memory_usage,disk_io,network_traffic,db_connections,failed_logins,response_time,thread_count,label
49.96714153011233,60.78564916543245,311.8356752794348,946.5780365544301,196.85522138634585,2.0,77.62865715207812,85.63556473266345,0
43.61735698828815,59.48713416898717,180.6787139772976,680.5122797268742,147.1731506408638,1.0,66.41821861225009,62.55702521921016,0
51.47688538100692,67.61432604815629,284.52623141344884,505.04435507085975,110.1139320589172,0.0,84.8228911345253,80.67561092625174,0
60.23029856408026,72.26264913140977,212.84569251031792,950.5529465984043,108.34085602363461,3.0,156.29512736523196,90.83386081461711,0
42.658466252766644,65.49477555307693,230.35583161774284,679.6281731036385,139.72047656058197,0.0,86.75425024388956,71.26855058874825,0
42.6586304305082,68.0923500093637,252.85625601201505,604.0982284316368,102.58440685796623,0.0,130.3748104903381,81.08455210248536,0
60.79212815507391,58.260766141548686,242.83053689640644,859.8851794381492,167.61444204320648,3.0,147.27387045780497,87.68216663205132,0
52.67434729152909,61.00323844911308,149.4336615104239,798.5694318752953,155.94517491001997,2.0,113.86887529807487,73.56600134175268,0
40.30525614065048,71.88585658879711,332.908721269799,722.1678064203229,151.4855760880038,1.0,127.46704578761107,86.58462772699224,0
50.42560043585965,64.21369168206583,318.06455312553385,592.9273891500651,131.41911895227642,0.0,162.77362233585689,83.11756434948033,0
40.365823071875376,58.063760993897475,241.22101041243218,653.849870014929,121.65307140311889,1.0,107.48507536650857,77.64570281239807,0
40.34270246429743,60.260404438299,306.06391760374504,785.7107176456606,122.01915779464075,0.0,118.87344606289305,60.12087459924057,0
47.41962271566034,68.2972103224364,226.13829031972148,639.1058985437601,155.30508832715088,0.0,107.4774158995604,106.28719159878588,0
25.86719755342202,69.00981608259319,191.06815337533095,655.651095182069,156.11155155059743,0.0,132.9251942887961,74.97984653954157,0
27.750821674869673,53.26295086704181,253.2647808520345,555.9761877243754,139.49441605497842,2.0,109.30757047924365,77.5133645786327,0
39.37712470759027,62.900730200374966,179.86582849091678,846.5520876003914,109.1352920592781,0.0,86.93308367020813,82.62141467197333,0
34.87168879665576,59.93725725957351,286.5430374089994,604.8739894124875,172.4239362058055,1.0,107.92303561156427,59.078610949287814,0
48.142473325952736,59.47571321517033,207.84623503361547,788.0491283608918,135.0612294155659,1.0,96.64168718912771,66.98636848642575,0
35.91975924478789,70.64246360344572,153.9981472460213,705.1005103915892,153.75629863861357,1.0,132.78172339295614,84.95690802950247,0
30.876962986647086,58.099694880848595,32.367538249691364,599.754678724543,161.47166469272153,3.0,74.22665512361321,70.81765721899933,0
59.65648768921554,55.395383173799026,242.37662086812446,1039.570304248888,153.74558023145167,0.0,166.34035660231558,90.0936441164256,0
42.74223699513465,53.480069565051885,269.24214938434886,722.7019628452067,138.02106559916663,0.0,147.9118669710353,85.57511525427661,0
45.67528204687924,58.603624550354844,330.2641826885995,487.9535019536593,171.5991918711715,2.0,108.64543806434125,77.90876385298552,0
30.752518137865433,54.11802984977476,145.89936614496435,1054.846524006539,169.0797429280322,2.0,86.40878484852388,76.82318821487928,0
39.556172754748175,53.08174589968758,310.5519287825562,907.5006102646213,157.27041409372902,2.0,143.3675394958686,79.78789894104636,0
46.10922589709866,52.880238994663245,220.77044864950915,612.9360765638239,144.7620948218674,0.0,184.73031670145704,75.44398815014003,0
33.490064225776976,53.35565836714561,246.3014047157144,716.232018219018,172.3471628605644,0.0,100.30875706457334,78.07929526050191,0
48.75698018345672,53.913340887861274,250.3467746644885,853.169638657304,129.01502955737513,0.0,150.9322206149466,87.39516344375212,0
38.99361310081195,63.19242177326833,249.37590156785163,793.3086059877136,160.460469592151,0.0,119.7647784443476,85.08728211522129,0
42.083062502067236,44.320139819142895,128.01990030488946,873.2264846060891,162.53371349548672,1.0,65.26511548355455,79.82833062018676,0
38.98293387770603,54.38597401613181,292.950460439279,721.3081292878925,177.51986601506727,4.0,133.7252986959544,81.23884217482407,0
63.522781845089376,59.19896074113414,300.0712455369738,626.6359567006723,165.3613087917753,2.0,124.2744826107602,77.37063759639977,0
44.86502775262066,69.18899696142512,307.40063881746494,723.8115145913869,140.46856142942886,1.0,129.47597349695633,79.11090321262579,0
34.422890710440996,58.03258368738733,279.24856722078124,508.6096898860406,185.1851751422632,0.0,138.88481705275402,85.64651463152379,0
53.225449121031886,58.77341305693861,237.57275155711432,654.746885607787,175.37205857203784,2.0,117.99845219047118,57.473061044609004,0
32.791563500289776,59.29642636817504,161.91912910824203,708.8613170817312,113.27940781682811,1.0,149.17953142058428,93.48511178016119,0
47.08863595004755,45.41049876977819,276.91209966647597,772.56184343021,165.7261623924044,1.0,104.08442329551445,90.41415386823635,0
25.403298761202244,65.27274480739945,252.31245720908865,1010.4235676983333,159.74321146581264,1.0,120.50720136482505,84.27068439110822,0
31.718139511015693,64.939372561691,249.85295301280905,523.3404904560877,183.32126367935913,0.0,140.01034805405695,67.76582434101336,0
46.96861235869123,66.51596927429338,276.43932867751056,985.1936435386742,182.04410491348546,0.0,76.25638480261553,91.01014315841142,0
52.38466579995411,80.04678442422632,247.2932800328735,778.730554949461,153.09217333344878,0.0,100.47265994524086,96.69460642747842,0
46.7136828118997,49.611827176102324,223.35890816205563,272.0432260621798,128.34179893338364,1.0,154.52000401201173,77.88012916169626,0
43.843517176117594,48.095786683154614,179.20171740539104,925.6713861288349,140.65728786461048,2.0,108.14145951144519,85.35047421509613,0
41.98896304410711,65.6469385167919,249.64874285150495,682.8739498945012,163.2088388834055,0.0,118.3200529134872,74.22164829970271,0
30.214780096325725,57.30008719051446,338.40214043390824,976.0591660889802,154.99822932748907,2.0,92.62513055225659,85.86363099235001,0
37.801557916052914,52.11497397170447,183.84130460310814,590.9087210339605,166.26939786999046,0.0,101.85758228235191,59.4725117835867,0
40.393612290402125,57.73950025743225,310.18775513229286,630.7825103271591,180.0969456377466,0.0,121.52295249316418,90.24911938279648,0
55.57122226218915,55.05325099926623,292.8715367312027,841.3331839641255,157.40933972012735,1.0,153.60464148720789,83.61118827899651,0
48.43618289568462,73.79821654237733,147.2736101255579,397.73636602354986,148.0457833699101,1.0,113.4784775371718,66.0182386922408,0
27.36959844637266,78.09449843218641,286.51122620466833,572.6711092885499,130.47567211641584,1.0,120.61473560900514,83.90303395762106,0
48.24083969394795,46.91550966925227,251.08793361431307,427.68841835772923,70.27246379590646,0.0,95.14875020463016,78.19413438517135,0
41.149177195836835,48.1876094938669,244.9928592299505,524.2696404234923,140.92894503843664,0.0,138.31003269803838,95.47670971297347,0
38.23077999694041,53.92505596294475,369.77287145768287,993.4985832000656,150.2308256045146,0.0,85.2066422348014,90.09782000959656,0
51.11676288840868,54.48377566656791,306.47936660587544,525.1761072477739,122.60874789717948,2.0,48.16891344946326,81.71974153808517,0
55.30999522495951,53.79791642641265,194.31249860016197,566.3956352602188,170.1476968034306,0.0,88.47676368893164,80.19655504389947,0
54.31280119116199,58.44612656365189,288.3842044137458,192.9660328144231,128.3002431725825,0.0,149.11278870820757,68.77134934988464,0
36.607824767773614,56.42532159422448,194.98929972765737,584.1417526217048,148.99283390401953,1.0,129.71997762660098,80.28364704988017,0
41.907876241487855,49.17109925683746,197.5151461570719,144.79422628589487,139.28885496627933,1.0,150.62136263734948,95.02402869421448,0
48.31263431403564,51.78553407308815,259.62438337852956,752.9787410061672,199.69191015602996,1.0,132.38650983778254,86.94483642169922,0
